,document_id,question,answer,difficulty
1504,/languages/Hindi_language.txt,What is the fourth most-spoken language in the world?,Hindi,E
2546,/constellations/cancer_constellation.txt,Is Beta Cancri a binary star system?,Yes,M
5131,/indian_states/Andhra_Pradesh.txt,Is Andhra Pradesh the sixth-largest state by area in India?,No,M
3328,/chinese_dynasties/Han_dynasty.txt,Where was the Battle of Zhizhi?,"Taraz, Kazakhstan",E
3153,/pokemon_characters/magikarp_pokemon.txt,What move does Magikarp learn at level 1?,Splash,M
816,/languages/German_language.txt,How many German authors have won the Nobel prize in literature?,14,E
5220,/indian_states/Meghalaya.txt,How far is the Nongkhnum Island from Nongstoin?,14 km,H
1412,/indian_states/West_Bengal.txt,Is West Benegal on the eastern bottleneck of India ?,yes,E
3312,/pokemon_characters/jigglypuff_pokemon.txt,How many Generation I Pokemon designs are there?,151,E
1293,/constellations/sagittarius_constellation.txt,What is the mass of Sagittarius A*?,2.6 million solar masses,M
6133,/chinese_dynasties/Shang_dynasty.txt,Which dynasty suceeded the Shang Dynasty?,The Zhou dynasty.,M
5231,/indian_states/Maharashtra.txt,Is the female literacy rate higher than the male literacy rate in Maharashtra?,No,M
1330,/pokemon_characters/eevee_pokemon.txt,Which Pokémon has the second most potential evolutions?,Tyrogue,M
3486,/constellations/sagittarius_constellation.txt,What is the brightest star in the Sagittarius constellation?,Epsilon Sagittarii,M
5086,/languages/Urdu_language.txt,What was the native language in the Delhi region of India?,Khariboli.,E
5830,/chinese_dynasties/Shang_dynasty.txt,How many major royal tombs were discovered at the Ruins of Yin?,Eleven,M
5757,/indian_states/Punjab.txt,Which dynasty emerged in the Punjab in ninth century?,the Hindu Shahi dynasty ,M
2505,/chinese_dynasties/Northern_Wei.txt,Did the Emperor Taiwu of Northern Wei make the Xiongnu-led Hu Xia dynasty his attack target in 426?,Yes,E
7056,/constellations/scorpius_constellation.txt,How many novae are faster than U Scorpii?,Zero,H
5297,/languages/Hindi_language.txt,After whom is the Dvivedi Yug in Hindi Literature named?,Mahavir Prasad Dwivedi,H
3793,/indian_states/Gujarat.txt,Is the ancient city of Dholavira a small site in India?,No.,M
6901,/languages/Bengali_language.txt,What percent of Bengali words are from foreign languages?,55%,H
151,/constellations/cancer_constellation.txt,When is Cancer best visible?,9PM in March,E
1614,/pokemon_characters/bulbasaur_pokemon.txt,Who designed Bulbasaur?,Atsuko Nishida,E
5990,/languages/Mandarin_language.txt,Did most Chinese people living in many parts of South China speak only their local variety until the mid-20th century?,Yes,E
1320,/pokemon_characters/bulbasaur_pokemon.txt,What color is Bulbasaur's body?,Blue-green,E
5906,/constellations/scorpius_constellation.txt,Is it true that Zeus raised both Orion and a scorpion to the sky because of their fight?,Yes,H
5386,/pokemon_characters/charizard_pokemon.txt,Did Atsuko Nishida design Charizard before Charmander?, Yes,H
5487,/pokemon_characters/charizard_pokemon.txt,Does Mega Charizard X have a dragon type?,Yes,M
6428,/constellations/aquarius_constellation.txt,In what region is the Aquarius constellation found?,The Sea.,E
421,/languages/English_language.txt,How many people speak English as their second language?,1.1 billion,E
4083,/indian_states/West_Bengal.txt,What was Abanindranath Tagore's occupation?,artist,M
714,/constellations/aries_constellation.txt,What was not fully accepted as a constellation until classical times?,Aries,E
2019,/chinese_dynasties/Sui_dynasty.txt,Did the Tang unified the Northern and Southern dynasties?,No,M
2027,/chinese_dynasties/Sui_dynasty.txt,Did the first half of the Sui dynasty have richer resource than the second half of the Sui dynasty?,Yes,H
5768,/languages/Spanish_language.txt,"In spanish, the noun and adjuective systems exhibit three genders",No,M
5076,/constellations/aries_constellation.txt,What did the message that Ino falsified say?,Phrixos must be sacrificed to end the famine.,H
2439,/languages/Bengali_language.txt,Which is the second most widely spoken language of the 22 scheduled languages of India.,Bengali,M
5215,/indian_states/Meghalaya.txt,How many Shakti peethas exist in the world?,51,M
6490,/indian_states/Andhra_Pradesh.txt,What is the second most popular religion in Andhra Pradesh?,Islam.,H
6087,/indian_states/Kerala.txt,Is Kerala the 15th largest Indian state by population?,No,M
1457,/indian_states/Rajasthan.txt,Which centery was Rajasthan formed in?,20,M
4688,/languages/German_language.txt,Is it usual that many German dialects are considered to be separate languages?,No,H
4001,/languages/Urdu_language.txt,When did the British East India Company choose Urdu as the language to replace Persian across northern India?,1837,E
2894,/languages/Hindi_language.txt,What is the official language of Delhi?,Urdu,H
1170,/languages/Russian_language.txt,"What prevented the establishment of any standardized ""national"" language in early medieval Russia during Mongol rule?",Feudal divisions and conflicts,H
6269,/chinese_dynasties/Tang_dynasty.txt,Was religion a significant part of peoples' lives during the Tang dynasty?,Yes,M
2654,/indian_states/Andhra_Pradesh.txt,Are Buddhists a majority in Andhra Pradesh?,no,H
2400,/pokemon_characters/snorlax_pokemon.txt,What is Snorlax called in Japan?,Kabigon,E
2434,/indian_states/Rajasthan.txt,How many divisions does Rajasthan have?,Seven,E
842,/languages/German_language.txt,What are the cases for German adjectives?,"nominative,accusative,genitive,dative",H
1640,/pokemon_characters/charizard_pokemon.txt,Is Charizard playable in every Super Smash Bros. game that it appears in?,no,M
1741,/constellations/leo_constellation.txt,How many stars of the first or second magnitude does Leo have?,Four,M
4745,/pokemon_characters/eevee_pokemon.txt,What is Eevee's minigame called in Pokémon Stadium 2?,Eager Eevee,H
1611,/indian_states/Maharashtra.txt,Approximately how many minor seaports does Maharashtra have?,48,E
4961,/indian_states/Kerala.txt,Do tourists who come to India like to visit Kerala?,Yes.,M
573,/languages/Russian_language.txt,which language is the sixth-largest in the world by number of speakers?,Portuguese,H
4472,/pokemon_characters/eevee_pokemon.txt,What are the eight evolutions of Eevee called?,"Vaporeon, Jolteon, Flareon, Espeon, Umbreon, Leafeon, Glaceon, and Sylveon.",H
5157,/languages/Mandarin_language.txt,Was the Standard Mandarin adopted in writing in the mid-20th century?,Yes,M
4314,/languages/Spanish_language.txt,Español derives from which Occitan word?,Espaignol,E
7083,/pokemon_characters/psyduck_pokemon.txt,Does Psyduck appear in Pokemon Yellow?,Yes,E
291,/languages/Mandarin_language.txt,Which dialect was settled as the standard national language?,Beijing dialect,H
6878,/indian_states/Maharashtra.txt,Who is India's highest award in cinema named after?,Dadasaheb Phalke,H
6281,/languages/Indonesian_language.txt,Which chapters of Indonesia's constitution address the use of Indonesian?,III and XV,H
4947,/constellations/scorpius_constellation.txt,"What do the two stars, whose names mean ""sting"", mark?",The tip of the scorpion's curved tail.,M
5395,/constellations/leo_constellation.txt,How many stars mark the sickle used to represent the Leo constellation?,Six,H
1296,/constellations/sagittarius_constellation.txt,When did Guillaume Le Gentil discover the Lagoon Nebula?,1747,M
1181,/pokemon_characters/squirtle_pokemon.txt,Does Squirtles have brown-orange shells ?,Yes,M
5658,/chinese_dynasties/Jin_dynasty_(266–420).txt,What are other common ways to refer to the Jin dynasty?,"Jin Empire, Sima Jin or Two Jins.",M
2390,/pokemon_characters/charmander_pokemon.txt,Did Charmander liked by people and was profitable in merchandise?,Yes,H
5221,/indian_states/Meghalaya.txt,Which three rivers surround the Nongkhnum Island?,"Kynshi River, Phanliang River and the Namliang River.",M
6292,/chinese_dynasties/Tang_dynasty.txt,What was the population of China in the 10th century?,80 million,H
978,/pokemon_characters/charizard_pokemon.txt,What was the last generation where Charizard failed to make a major impact on the competitive scene?,Fifth generation,H
6539,/indian_states/Punjab.txt,"After the partition, the western part of Punjab became part of which country?",Pakistan,E
5978,/languages/German_language.txt,How many grammatical genders does German have?,three,M
5584,/chinese_dynasties/Sui_dynasty.txt,What reforms helped the dynasty become a golden age of prosperity?,Centralization,M
5642,/constellations/virgo_constellation.txt,What makes up the bulge at the center of the Sombrero Galaxy?,Older stars that are larger than normal.,H
2251,/languages/Portuguese_language.txt,Does the form você exist in Rio Grande do Sul? ,No,M
5662,/chinese_dynasties/Jin_dynasty_(266–420).txt,What year did Emperor Wu die?,290,E
456,/chinese_dynasties/Chen_dynasty.txt,What year did Ouyang He rebel?,569,M
4806,/chinese_dynasties/Tang_dynasty.txt,Was Tang dynasty an imperial dynasty of China?,Yes,M
3889,/chinese_dynasties/Liu_Song_dynasty.txt,Which emperor's reign in Liu Song is known as the Reign of Yuanjia?,Emperor Wen,H
788,/indian_states/West_Bengal.txt,What does Ananda Bazar Patrika produce?,Newspapers,H
2130,/languages/French_language.txt,What are the three official languages in Belgium?,"French, Dutch and German",M
2147,/constellations/cancer_constellation.txt,What is the three-letter abbreviation for the constellation?,cnc,E
3301,/indian_states/Punjab.txt,When is Punjab's monsoon season?,From July to September,E
1715,/pokemon_characters/jigglypuff_pokemon.txt,"When Jigglypuff is exposed to a Moon Stone, what does it evolve into?",Wigglytuff,E
6886,/languages/Hindi_language.txt,How did Gangam Sudhir Kumar Reddy respond to the Bombay High Court's claim that Hindi is the national language of India?,He filed a Special Leave Petition before the Supreme Court,H
2789,/indian_states/West_Bengal.txt,What is the main ethnic group in West Bengal?,Bengalis,E
1600,/indian_states/Maharashtra.txt,Which region of India is Maharastra in?,western peninsular,E
6311,/indian_states/Maharashtra.txt,How many states in India have bicameral state legislatures?,Seven,M
5882,/indian_states/Karnataka.txt,Are there more males or females in Karnataka?,Males,H
629,/constellations/scorpius_constellation.txt,Who flees every summer after Zeus raised the two combatants to the sky in Greek mythology of Scorpio?,Orion,H
2374,/constellations/capricornus_constellation.txt,What is Denebola and Deneb named for the Arabic word?,tail,H
3554,/constellations/aries_constellation.txt,The recognition of Aries as an official constellation occurred by what governmental body?,International Astronomical Union,H
3858,/indian_states/Gujarat.txt,Which party won in the 1995 Assembly elections?,Bharatiya Janata Party,M
4116,/pokemon_characters/jigglypuff_pokemon.txt,What does Jigglypuff's name refer to?,it's jelly-like appearance,M
3517,/pokemon_characters/charmander_pokemon.txt,In what version of the games are Charmander and the other starters replaced by Pikachu?,Pokémon Yellow,E
4403,/chinese_dynasties/Chen_dynasty.txt,Who was the last ruler of the Chen dynasty?,Chen Shubao,E
4324,/pokemon_characters/eevee_pokemon.txt,Can Chloe Cerise's Eevee evolve?,No,H
6972,/constellations/libra_constellation.txt,How many star systems are known to have planets?,Three,E
2795,/indian_states/West_Bengal.txt,Where is West Bengal located?,Bay of Bengal,M
348,/chinese_dynasties/Tang_dynasty.txt,"What ethic origin is also associated with the Li family, besides Han?",Xianbei,H
4528,/pokemon_characters/snorlax_pokemon.txt,Does Munchlax evolve into a Snorlax when it has a sufficiently high level of friendship with its Trainer?,Yes,E
6433,/constellations/aquarius_constellation.txt,Did the kings of Athens sacrifice wine to the gods?,Yes.,H
5108,/languages/English_language.txt,Is English an Indo-European language?,Yes,E
7036,/languages/Arabic_language.txt,Can two of the last three syllables be stressed?,No,H
616,/languages/Indonesian_language.txt,Which language is spoken by the majority in the fourth most populous nation in the world?,Indonesian,M
3481,/languages/Portuguese_language.txt,When did Moorish invasion begin?,AD 711,M
450,/languages/Russian_language.txt,When did a standardized literary form of the Russian language emerge?,"During the ""Golden Age"" of Russian literature",M
5576,/pokemon_characters/pikachu_pokemon.txt,What animal is Pikachu?,Mouse,E
6804,/languages/Bengali_language.txt,Are Bengali nouns assigned gender?,No,E
3752,/chinese_dynasties/Han_dynasty.txt,In which year did Han dynasty have the upper hand in conflict with Xiongnu?,133 BC.,H
5344,/chinese_dynasties/Northern_Wei.txt,Did Emperor Wen seek an alliance with Northern Wei?,No,M
5416,/constellations/aquarius_constellation.txt,Is Beta Aquarii the brightest star of Aquarius?,Yes,E
3318,/indian_states/Madhya_Pradesh.txt,What king defeated the Huns in 528?,Yasodharman of Malwa,E
2481,/languages/Spanish_language.txt,"Which language is written in Latin script, whose diagraphs were formerly considered single letters?",Spanish Sahara,H
2166,/chinese_dynasties/Han_dynasty.txt,Did the Qing dynasty fall in 1950 AD?,No,M
1176,/constellations/taurus_constellation.txt,How can the Beta Taurid meteor shower be observed?,using radio techniques,M
6221,/indian_states/Punjab.txt,What was the first widely practiced religion in Punjab?,Hinduism,E
6620,/pokemon_characters/bulbasaur_pokemon.txt,"What Pokemon is the only starter in Red, Blue, and Green that has a dual typing?",Bulbasaur,E
339,/pokemon_characters/squirtle_pokemon.txt,Are the five Squirtle honorary firefighters in the first eposode?,No,H
3361,/indian_states/Punjab.txt,Is Punjab in the southern part of India?,No,M
3053,/indian_states/Karnataka.txt,Is Karnataka the largest Indian state by area?,No,M
1743,/constellations/cancer_constellation.txt,What is the meaning of Cancer?,Crab,M
